ID	Gene Name	UniProt ID	Species	Drug IDs
3266	C8G	P07360	Humans	DB01593; DB03017; DB04272; DB14487; DB14533
3267	nrdF	Q9CBQ2	Mycobacterium leprae (strain TN)	DB04272
3268	rpiA	P44725	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	DB04272
3269	17	Q37875	Enterobacteria phage P1	DB04272
3270		Q9X1F0	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	DB04272
3271	pcaB	P32427	Pseudomonas putida	DB04272
3272	pdc	P06672	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	DB04272
3273	licC	A0A0H2UQB5	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	DB12153
3274	ipdC	P23234	Enterobacter cloacae	DB01987
3275	ceaS	Q9LCV9	Streptomyces clavuligerus	DB01987
3276	tktA	P27302	Escherichia coli (strain K12)	DB01987
3297		Q9RW27	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422)	DB04398
3317	RNASE1	P07998	Humans	DB00128; DB00536; DB02325; DB04272
3323	PDE1B	Q01064	Humans	DB00622; DB01023; DB01244
3327	ribC	P0AFU8	Escherichia coli (strain K12)	DB00140
3335	WEE1	P30291	Humans	DB12010
3362	SIRT5	Q9NXA8	Humans	DB02701
3374	MAEA	Q7L5Y9	Humans	DB05389
3375	CD163	Q86VB7	Humans	DB05389
3376	LEPR	P48357	Humans	DB09046
3379	TEK	Q02763	Humans	DB00415; DB05294; DB08896; DB08901; DB12010
3380	TP53	P04637	Humans	DB00945; DB01593; DB14487; DB14533
3381	CHEK2	O96017	Humans	DB12010
3382	CHEK1	O14757	Humans	DB12010
3383	GHSR	Q92847	Humans	DB13074
3385	MT-CO2	P00403	Humans	DB02659
3390	MAPK11	Q15759	Humans	DB08896
3391	MAPK13	O15264	Humans	DB12010
3392	APP	P05067	Humans	DB00746; DB01370; DB01593; DB02709; DB06782; DB09130; DB09148; DB09149; DB09151; DB14487; DB14517; DB14518; DB14533
3394	BDNF	P23560	Humans	DB09130; DB09301; DB11823
3395	ponA	Q04707	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	DB01150
3399	FFAR4	Q5NUL3	Humans	DB13961
3403	CDH5	P33151	Humans	DB00480
3404	AURKB	Q96GD4	Humans	DB04703; DB12010
3405	FOLR1	P15328	Humans	DB00158
3407	CPB2	Q96IY4	Humans	DB11311
3408	BIRC5	O15392	Humans	DB00206; DB04115
3414	ITGB7	P26010	Humans	DB09033
3415	IL23A	Q9NPF7	Humans	DB11834
3416	TRPV3	Q8NET8	Humans	DB00825; DB01744; DB09061; DB09086
3429	PDE4	Q4ZHU6	Trypanosoma cruzi	DB01064
3430	MAP3K1	Q13233	Humans	DB11967; DB12010
3431	PRKCE	Q02156	Humans	DB12010
3436	PDCD1	Q15116	Humans	DB09035; DB09037; DB14707
3438	CHRNA7	Q693P7	Humans	DB00193; DB00202; DB01043; DB01221
3440	MPL	P40238	Humans	DB05332; DB06210; DB11995; DB13125
3441	CD274	Q9NZQ7	Humans	DB11595; DB11714; DB11945
3446	GPER1	Q99527	Humans	DB00783; DB13952; DB13953; DB13954; DB13955; DB13956
3449	APOA1	P02647	Humans	DB01593; DB09130; DB14487; DB14533
3455	C3	P01024	Humans	DB00028; DB01593; DB09130; DB14487; DB14533
3456	CD3D	P04234	Humans	DB00075; DB09052
3457	CD3G	P09693	Humans	DB00075
3458	CD247	P20963	Humans	DB00075
3469	NFKBIA	P25963	Humans	DB00945
3471	IL5RA	Q01344	Humans	DB12023
3474	MAPT	P10636	Humans	DB00448; DB00637; DB01229; DB01248
3475	MAP4	P27816	Humans	DB01229; DB01248
3476	NPY	P01303	Humans	DB00191
3478	MCHR1	Q99705	Humans	DB00502
3479	TNFRSF8	P28908	Humans	DB08870
3480	CYP26A1	O43174	Humans	DB00755
3482	HLA-A	P01892	Humans	DB11294
3483	HLA-A	P04439	Humans	DB11294
3486	IL15	P40933	Humans	DB01327
3488	CD4	P01730	Humans	DB00098; DB12698
3491	INS	P01308	Humans	DB01593; DB14487; DB14533
3492	SLAMF7	Q9NQ25	Humans	DB06317
3493	JAK3	P52333	Humans	DB08895; DB11817; DB12010; DB15035
3496	CD19	P15391	Humans	DB09052; DB13881; DB13915
3502	GUCY2C	P25092	Humans	DB08890
3503	CPN1	P15169	Humans	DB01593; DB14487; DB14533
3504	CPN2	P22792	Humans	DB01593; DB14487; DB14533
3508	PTH1R	Q03431	Humans	DB05084; DB05829; DB06285
3510	BCL2L1	Q07817	Humans	DB09401
3511	MCL1	Q07820	Humans	DB09401
3513	BDKRB2	P30411	Humans	DB06196
3517	TNFSF11	O14788	Humans	DB00480; DB06643
3518	TLR8	Q9NR97	Humans	DB00724
3521	MLNR	O43193	Humans	DB00199
3522	PTGER4	P35408	Humans	DB00917; DB00929; DB11113
3523	HDAC4	P56524	Humans	DB01593; DB06176; DB14487; DB14533
3527	NA	P27907	Influenza B virus (strain B/Beijing/1/1987)	DB00558; DB06614
3528	SSTR2	P30874	Humans	DB00104; DB06663; DB06791; DB09099; DB13925; DB13985; DB15494
3529	SSTR3	P32745	Humans	DB06663; DB09099; DB13985; DB15494
3530	SLC19A2	O60779	Humans	DB00152
3531	CTRB1	P17538	Humans	DB06692
3533	CYP2E1	P05181	Humans	DB11994
3536	CYP2C19	P33261	Humans	DB00951
3537	CYP11A1	P05108	Humans	DB00357
3538	UGT1A9	O60656	Humans	DB04824
3539	AOX1	Q06278	Humans	DB00924
3540	ADK	P55263	Humans	DB00131
3541	UGT1A1	P22309	Humans	DB12010
3542	CYP11B2	P19099	Humans	DB00421
3549	CYP2B6	P20813	Humans	DB04794
3552	CXCR1	P25024	Humans	DB01009
3553	ASMT	P46597	Humans	DB01065
3554	RORB	Q92753	Humans	DB01065
3555	EPX	P11678	Humans	DB01065
3556	PDE6G	P18545	Humans	DB00203; DB00862
3557	PDE6H	Q13956	Humans	DB00203; DB00862
3558	PDE11A	Q9HCR9	Humans	DB00820
3559	PGD	P52209	Humans	DB00789; DB00851; DB00920
3560	PTGR2	Q8N8N7	Humans	DB00328
3561	PTGDR2	Q9Y5Y4	Humans	DB00328; DB00605; DB00770; DB00917; DB01088; DB12789
3563	CACNA2D3	Q8IZS8	Humans	DB00381; DB06712
3565	PDE1A	P54750	Humans	DB00622; DB01023; DB01244
3566	TNNC2	P02585	Humans	DB01023; DB01373
3567	PTPRS	Q13332	Humans	DB00630; DB01077
3568	PTPRE	P23469	Humans	DB00630
3569	ATP6V1A	P38606	Humans	DB00630; DB01077; DB01133
3570	GGPS1	O95749	Humans	DB00399
3572	RHOB	P62745	Humans	DB00083
3573	MR1	Q95460	Humans	DB00098
3575	ITGB1	P05556	Humans	DB00098
3576	ITGAV	P06756	Humans	DB00098; DB00451
3577	mecA	C1KC03	Staphylococcus aureus	DB00274; DB00430; DB01000; DB01607
3578	GUCY1A2	P33402	Humans	DB00435; DB01020; DB08931; DB09241; DB09282; DB13170
3579	mrdA	P0AD65	Escherichia coli (strain K12)	DB00303; DB00438; DB00948; DB01327; DB01328; DB01329; DB01413; DB01415; DB01598; DB06211; DB09050
3580	NISCH	Q9Y2I1	Humans	DB00697; DB09242
3582	KCNK3	O14649	Humans	DB00561; DB01159
3583	KCNK9	Q9NPC2	Humans	DB00561; DB01159
3584	CHRNB4	P30926	Humans	DB00184; DB00472; DB00514; DB00674; DB00898; DB01090; DB01227
3585	CHRNA3	P32297	Humans	DB00184; DB00333; DB00472; DB00514; DB00674; DB00848; DB00898; DB00915; DB01090; DB01156; DB01227; DB01273
3586	CHRNA5	P30532	Humans	DB00184; DB00674; DB00898
3587	CHRNA6	Q15825	Humans	DB00184; DB00674; DB00898; DB01273
3588	CHRNB3	Q05901	Humans	DB00184; DB00674; DB00898
3591	FABP2	P12104	Humans	DB01050; DB09213
3592	GABRG2	P18507	Humans	DB00231; DB00395; DB00425; DB00690; DB00801; DB00829; DB00842; DB00897; DB01205; DB01215; DB01381; DB01544; DB01558; DB01559; DB01588; DB01589; DB01595; DB13872
3593	GABRG1	Q8N1C3	Humans	DB00231; DB00690; DB00801; DB00829; DB00842; DB00897; DB00898; DB01215; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595
3594	GABRG3	Q99928	Humans	DB00231; DB00690; DB00801; DB00829; DB00842; DB00897; DB00898; DB01215; DB01558; DB01559; DB01588; DB01589; DB01595
3595	GABRE	P78334	Humans	DB00231; DB00690; DB00801; DB00829; DB00842; DB00897; DB00898; DB01215; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595
3596	GABRP	O00591	Humans	DB00231; DB00690; DB00801; DB00829; DB00842; DB00897; DB00898; DB01215; DB01558; DB01559; DB01588; DB01589; DB01595
3597	GABRQ	Q9UN88	Humans	DB00231; DB00690; DB00829; DB00842; DB00897; DB00898; DB01558; DB01595
3598	GABRR2	P28476	Humans	DB00231; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01588; DB01589; DB01595
3599	GABRD	O14764	Humans	DB00231; DB00690; DB00801; DB00829; DB00842; DB00897; DB00898; DB01215; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595
3601	LALBA	P00709	Humans	DB03796
3602	S100A2	P29034	Humans	DB00768; DB01373; DB01593; DB09130; DB14487; DB14533
3603	KCND2	Q9NZV8	Humans	DB00280; DB00458; DB06637
3604	KCND3	Q9UK17	Humans	DB00280; DB00458; DB04855; DB06217; DB06637; DB11633
3605	NTRK2	Q16620	Humans	DB00321; DB11823; DB11986; DB12010; DB14723
3610	AKR1D1	P51857	Humans	DB00548; DB01216
3612	CYP3A7	P24462	Humans	DB09061
3613	RRM2B	Q7LG56	Humans	DB00242
3614	POLE	Q07864	Humans	DB00242
3615	POLE2	P56282	Humans	DB00242
3616	POLE4	Q9NR33	Humans	DB00242
3617	POLE3	Q9NRF9	Humans	DB00242
3618	mecA	Q53707	Staphylococcus aureus	DB00417; DB01332; DB01603
3619	GABRR3	A8MPY1	Humans	DB00231; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01588; DB01589; DB01595
3620	LIPF	P07098	Humans	DB01083
3621	penA	P08149	Neisseria gonorrhoeae	DB00535
3622	pbp3	Q60FT7	Haemophilus influenzae	DB00535
3623	IGF2R	P11717	Humans	DB01277; DB13173; DB14751
3624	penA	P0A3M6	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	DB00319; DB00415; DB00456; DB00485; DB00493; DB00567; DB00607; DB00713; DB00739; DB01066; DB01140; DB01212; DB01331; DB01603
3625	CA3	P07451	Humans	DB00273; DB00391; DB00482; DB00580; DB00703; DB00819; DB00869; DB00909; DB01144; DB01194
3626	CA5A	P35218	Humans	DB00909; DB01194
3627	CA5B	Q9Y2D0	Humans	DB00909
3628	CA6	P23280	Humans	DB00909; DB06795
3629	CA7	P43166	Humans	DB00703; DB00819; DB00909; DB01144
3630	CA8	P35219	Humans	DB00909
3631	CA10	Q9NS85	Humans	DB00909
3632	CA11	O75493	Humans	DB00909
3633	CA13	Q8N1Q1	Humans	DB00909
3634	CA14	Q9ULX7	Humans	DB00819; DB00909
3635	SCN1B	Q07699	Humans	DB00252; DB00909
3636	SCN2B	O60939	Humans	DB00909
3637	SCN3B	Q9NY72	Humans	DB00909
3638	SCN4B	Q8IWT1	Humans	DB00909
3639	ABCC5	O15440	Humans	DB11672
3645	SLC22A8	Q8TCC7	Humans	DB00493; DB01032; DB01053; DB01212; DB01241; DB11995
3646	SLC22A7	Q9Y694	Humans	DB00493
3659	SLCO1B3	Q9NPD5	Humans	DB01211; DB01241
3663	ORM2	P19652	Humans	DB00280; DB00281; DB00458; DB01593; DB14487; DB14533
3674	rplD	P60723	Escherichia coli (strain K12)	DB13179
3675	rpmF	P49228	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422)	DB13179
3676	rpsJ	Q5SHN7	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	DB01421
3685	dacC	P08506	Escherichia coli (strain K12)	DB00274; DB00303; DB00430; DB01329; DB01331
3686	mrcA	Q07806	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	DB00430; DB01329; DB14879
3687	ponB	Q9X6W0	Pseudomonas aeruginosa	DB00430; DB00438; DB01329; DB09050; DB14879
3688	pbpA	Q70KI2	Bacteroides fragilis	DB00923; DB01326
3707	rpoC	P0A8T7	Escherichia coli (strain K12)	DB00615; DB11753
3708	rpsN	P0AG59	Escherichia coli (strain K12)	DB00560; DB00759; DB09093; DB12455; DB12615
3709	rpsM	P0A7S9	Escherichia coli (strain K12)	DB00560
3710	rpsS	P0A7U3	Escherichia coli (strain K12)	DB00560; DB00759; DB09093; DB12455
3711	TUBD1	Q9UJT1	Humans	DB00570
3712	TUBE1	Q9UJT0	Humans	DB00570
3713	TUBG1	P23258	Humans	DB00570
3719	PANX1	Q96RD7	Humans	DB01032
3721	AHR	P35869	Humans	DB00338; DB00379; DB00393; DB00499; DB01076; DB01097; DB01404; DB02709; DB08995; DB11577; DB12328
3722	ESRRA	P11474	Humans	DB00197; DB00255; DB07776
3723	pbpC	P76577	Escherichia coli (strain K12)	DB01327; DB09050
3724	gyrA	P72524	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	DB01044; DB06771
3725	gyrB	P0A4L9	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	DB01044
3726	parC	P72525	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	DB01044; DB06771
3727	parE	Q59961	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	DB01044
3732	ADCY2	Q08462	Humans	DB09121
3733	ADCY5	O95622	Humans	DB09121
9110	cmaA1	P9WPB7	Mycobacterium tuberculosis	DB01718
3740	NCOA2	Q15596	Humans	DB00255; DB00783; DB13952; DB13953; DB13954; DB13955; DB13956
3745	PLK1	P53350	Humans	DB12010
3751	LYZ	P61626	Humans	DB00128; DB02772; DB03175
3756	S100A7	P31151	Humans	DB01050; DB01593; DB09213; DB14487; DB14533
3761	PRKACA	P17612	Humans	DB12010
3766	HAO1	Q9UJM8	Humans	DB03247
3768	PLA2G2E	Q9NZK7	Humans	DB00233; DB03585; DB04743; DB09462
3772	MAPK9	P45984	Humans	DB12010
3775	HSPA8	P11142	Humans	DB01254; DB09130
3777	B2M	P61769	Humans	DB09130
3781	NR1H3	Q13133	Humans	DB11994
3782	TGFBR1	P36897	Humans	DB12010
3783	npr	P00800	Bacillus thermoproteolyticus	DB06819
3786	ACP1	P24666	Humans	DB00173
3788	DAPK3	O43293	Humans	DB12010
3789	MAPK8IP1	Q9UQF2	Humans	DB11157
3790	MAPK8	P45983	Humans	DB00675
3791	TTK	P33981	Humans	DB12010
3792	CAMK2B	Q13554	Humans	DB12010
3796	NEK2	P51955	Humans	DB12010
3798	PARP2	Q9UGN5	Humans	DB09074; DB11760; DB11793; DB12332
3813	ATP6V1B2	P21281	Humans	DB05260
3814	ARF1	P84077	Humans	DB09462
3833	RPL3	P39023	Humans	DB04865; DB09092
3837		P06310	Humans	DB00693
3839	ERN1	O75460	Humans	DB12010
3844	TPI1	P60174	Humans	DB01593; DB14487; DB14533
3848	NR1I3	Q14994	Humans	DB00366; DB00737; DB00836; DB01026; DB01076; DB01620; DB01708; DB02709; DB04540; DB04824; DB08604
3862	PDK1	Q15118	Humans	DB08809
3872	ADAM28	Q9UKQ2	Humans	DB03088
3887	ETFDH	Q16134	Humans	DB00331
3889	PRKCI	P41743	Humans	DB12010
3894	bla	P62593	Escherichia coli	DB01053; DB09060; DB12107; DB12377
3957	PAEP	P09466	Humans	DB03796; DB09462
3959	qacR	P0A0N4	Staphylococcus aureus	DB01123
3984	CSNK2A2	P19784	Humans	DB12010
3986	COX4I1	P13073	Humans	DB02659
3987	MT-CO3	P00414	Humans	DB02659
3988	COX5A	P20674	Humans	DB02659
3989	COX5B	P10606	Humans	DB02659
3990	COX6C	P09669	Humans	DB02659
3991	COX7B	P24311	Humans	DB02659
3992	COX7C	P15954	Humans	DB02659
3993	COX8A	P10176	Humans	DB02659
3994	COX6A2	Q02221	Humans	DB02659
3995	COX6B1	P14854	Humans	DB02659
3996	COX7A1	P24310	Humans	DB02659
3997	PLA2G1B	P04054	Humans	DB00795; DB00972; DB02659
3999	DKFZp686P18130	Q7KZA3	Humans	DB02659
4003	STMN4	Q9H169	Humans	DB01206
4004		Q91RS4	Hepatitis C Virus	DB06290; DB13879
4012	DYRK1A	Q13627	Humans	DB12010
4017		Q82122	HRV-16	DB03017
4018		P23008	HRV-1A	DB03017
4019	HNF4A	P41235	Humans	DB03017
4020	VLDLR	P98155	Humans	DB03017
4021	tonB	P02929	Escherichia coli (strain K12)	DB03017
4022	PLA2G2D	Q9UNK4	Humans	DB03017; DB03193
4023	pvdQ	Q9I194	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	DB03017
4024	LY96	Q9Y6Y9	Humans	DB00295; DB03017
4038	pab	Q51911	Peptostreptococcus magnus	DB00788
4041	SLK	Q9H2G2	Humans	DB12010
4043	CLK3	P49761	Humans	DB12010
4049	PARP3	Q9Y6F1	Humans	DB09074; DB12332
4053	EFTUD1	Q7Z2Z2	Humans	DB03619
4054	aldA	P25553	Escherichia coli (strain K12)	DB03619
4055	ctaD	P33517	Rhodobacter sphaeroides	DB03619
4056	ctaC	Q03736	Rhodobacter sphaeroides	DB03619
4076	CAMK2A	Q9UQM7	Humans	DB12010
4077	CDK16	Q00536	Humans	DB12010
4080	ncsA	P0A3R9	Streptomyces carzinostaticus	DB07776
4082	HLA-B	P03989	Humans	DB11294
4101	botA	P10845	Clostridium botulinum	DB13900
4105	SGK1	O00141	Humans	DB03247
4108	CAMK2D	Q13557	Humans	DB12010
4109	STK26	Q9P289	Humans	DB12010
4135	ACOX1	Q15067	Humans	DB03147
4136	pol	Q72547	Human immunodeficiency virus 1	DB00238; DB00300; DB00495; DB00625; DB00649; DB00705; DB00709; DB00879; DB00900; DB00943; DB01048; DB08864; DB09299; DB11365; DB11799; DB12301
4140	EPHA7	Q15375	Humans	DB12010
4141	DAO	P14920	Humans	DB03147; DB03793
4145	JAK1	P23458	Humans	DB08877; DB08895; DB11817; DB12010; DB12500; DB15091
4146	TYK2	P29597	Humans	DB08895; DB12010
4147	CAMK1G	Q96NX5	Humans	DB12010
4149	ANXA5	P08758	Humans	DB00591; DB09130
4161	GSN	P06396	Humans	DB01593; DB09130; DB14487; DB14533
4171	PMP2	P02689	Humans	DB03796; DB04224
4174	CFL1	P23528	Humans	DB09130
4185	bla	P0AD64	Klebsiella pneumoniae	DB09060; DB12107
4191	ROCK2	O75116	Humans	DB12010; DB13931
4258		Q89ZI2	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482)	DB00428
4271	MERTK	Q12866	Humans	DB12010
4274	RPS6KA1	Q15418	Humans	DB12010
4281	EEF2	P13639	Humans	DB11823; DB12688
4284	PDK4	Q16654	Humans	DB00755
4290	pbpA	Q8DR59	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	DB00415; DB00438; DB00456; DB00485; DB00493; DB00567; DB00607; DB00713; DB00739; DB01000; DB01140; DB01331; DB01603
4314	ALPP	P05187	Humans	DB01373
4315	LYN	P07948	Humans	DB01254; DB06616; DB08901; DB09079; DB12010
4319	lfrR	Q58L87	Mycobacterium smegmatis	DB01123
4323	SRPK2	P78362	Humans	DB00173
4324	CAMK1D	Q8IU85	Humans	DB12010
4328	STK17B	O94768	Humans	DB12010
4335	pbp1b	Q7CRA4	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	DB00319; DB00415; DB00456; DB00485; DB00493; DB00567; DB00607; DB00713; DB00739; DB01140; DB01331; DB01603
4338	LCT	P09848	Humans	DB00126; DB04564
4344	IRAK4	Q9NWZ3	Humans	DB12010
4347	fabI	Q6GI75	Staphylococcus aureus (strain MRSA252)	DB08604; DB11155
4350	S100A4	P26447	Humans	DB00831; DB09130
4352	AKR1A1	P14550	Humans	DB09130
4353	AKR1B10	O60218	Humans	DB00605
4384	CAMK2G	Q13555	Humans	DB06616; DB12010
4386	MAP3K9	P80192	Humans	DB12010
4422	KCNMB1	Q16558	Humans	DB01110
4423	KCNMB3	Q9NPA1	Humans	DB01110
4424	KCNMB4	Q86W47	Humans	DB01110
4425	KCNN1	Q92952	Humans	DB01110
4426	KCNN2	Q9H2S1	Humans	DB01110
4427	KCNN3	Q9UGI6	Humans	DB01110
4428	MT-CYB	Q02768	Plasmodium falciparum	DB01117
9135	nat	P9WJI5	Mycobacterium tuberculosis	DB00244
4430	pbpG	P0AFI5	Escherichia coli (strain K12)	DB01331
4434	LSM6	P62312	Humans	DB04272
4435	rdxA	O25608	Helicobacter pylori (strain ATCC 700392 / 26695)	DB00916
4439	HCRT	O43612	Humans	DB03088
4440	RNGTT	O60942	Humans	DB02325
4442	RTCB	Q9Y3I0	Humans	DB02772
4443	ITPA	Q9BY32	Humans	DB04272
4454	PGK1	P00558	Humans	DB09130
4457	AMY2B	P19961	Humans	DB03088
4459	CS	O75390	Humans	DB04272
4463	SERPINB3	P29508	Humans	DB03929
4464	TFF2	Q03403	Humans	DB03088
4465	IGLC1	P0CG04	Humans	DB03088
4466	HLA-DQB1	P01920	Humans	DB00071
4467	MB	P02144	Humans	DB09112; DB11588
4475	PRKACB	P22694	Humans	DB12010
4480	FDXR	P22570	Humans	DB03147
4487	ACP5	P13686	Humans	DB02325
4492	KRTAP5-2	Q701N4	Humans	DB03088
4494	M6PR	P20645	Humans	DB01272
4496	ISYNA1	Q9NPH2	Humans	DB09462
4499	TK	P09250		DB00194
4500	ECHS1	P30084	Humans	DB09568
4501	GLT6D1	Q7Z4J2	Humans	DB04465
4502	KCNA4	P22459	Humans	DB06637
4507	CYB5R1	Q9UHQ9	Humans	DB03147
4510	DCN	P07585	Humans	DB03754
4512	NCAN	O14594	Humans	DB08818
4520	PTS	Q03393	Humans	DB00688
4521	ACAA1	P09110	Humans	DB09069
4522	ITPR1	Q14643	Humans	DB09462
4523	CEL	P19835	Humans	DB04348
4524	DLG4	P78352	Humans	DB00536
4525	ATP6V1C1	P21283	Humans	DB09552
4527	IDH2	P48735	Humans	DB13874
4528	EEF1A1	P68104	Humans	DB01593; DB09130; DB14487; DB14533
4529	PRSS2	P07478	Humans	DB02325
4538	PPT1	P50897	Humans	DB03796
4542	TUFM	P49411	Humans	DB01593; DB14487; DB14533
4545	RORA	P35398	Humans	DB04540
4549	EPHB2	P29323	Humans	DB12010
4551	CTDSP1	Q9GZU7	Humans	DB04272
4552	CKS1B	P61024	Humans	DB00472
4557	NCS1	P62166	Humans	DB11093; DB11348; DB14481
4566	IL4I1	Q96RQ9	Humans	DB03147; DB04272
4574	ERO1B	Q86YB8	Humans	DB03147
4577	HAO2	Q9NYQ3	Humans	DB03247
4580	GFER	P55789	Humans	DB03147
4582	UCKL1	Q9NWZ5	Humans	DB01632
4590	PSPH	P78330	Humans	DB01593; DB14487; DB14533
4593	SPTBN1	Q01082	Humans	DB01373
4598	DDX39B	Q13838	Humans	DB02325
4601	AURKC	Q9UQB9	Humans	DB12010
4605	SCLY	Q96I15	Humans	DB00114
4606	VCAN	P13611	Humans	DB08818
4612	IGSF10	Q6WRI0	Humans	DB00114
4613	PGLYRP2	Q96PD5	Humans	DB01593; DB09130; DB14487; DB14533
4614	RPS6KA4	O75676	Humans	DB03247
4619	NAGA	P17050	Humans	DB09462
4625	HGS	O14964	Humans	DB04272
4626	ADI1	Q9BV57	Humans	DB02325
4631	HCN2	Q9UL51	Humans	DB09083
4632	TAOK2	Q9UL54	Humans	DB12010
4640	CPQ	Q9Y646	Humans	DB00142
4641	PRDX6	P30041	Humans	DB02325; DB09130
4643	pbp3	Q75Y35	Streptococcus pneumoniae	DB00319; DB00415; DB00438; DB00447; DB00456; DB00485; DB00567; DB00607; DB00713; DB00739; DB00833; DB00948; DB01000; DB01140; DB01330; DB01331; DB01603
4644	pbp2a	Q8DNB6	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	DB00319; DB00415; DB00456; DB00485; DB00493; DB00567; DB00607; DB00713; DB00739; DB01147; DB01331; DB01603
4647	pbpB	Q51504	Pseudomonas aeruginosa	DB01147; DB01413; DB06211; DB09050; DB14879
4648	pbpA	Q9X6V3	Pseudomonas aeruginosa	DB00438; DB01413; DB14879
4649	pbpG	P72161	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	DB00438
4650	rplP	P0ADY7	Escherichia coli (strain K12)	DB00446
4651	rpsC	P0A7V3	Escherichia coli (strain K12)	DB00759; DB09093; DB12455
4652	rpsH	P0A7W7	Escherichia coli (strain K12)	DB00759; DB09093; DB12455
4653	rpsG	P02359	Escherichia coli (strain K12)	DB00759; DB09093; DB12455
4654	pbp3	A0A0H2XJ39	Staphylococcus aureus (strain USA300)	DB01053
4655	CHUK	O15111	Humans	DB00233; DB00244; DB00795; DB06151
4657	sulI	P0C002	Escherichia coli	DB00634
4658	FOL1	P53848	Baker's yeast	DB00634
4659	SMO	Q99835	Humans	DB01047; DB06786; DB08828; DB09143; DB11978
4660	KRT12	Q99456	Humans	DB00400; DB11157
4661	CHRNA1	P02708	Humans	DB00674
4662	CHRNB1	P11230	Humans	DB00674
4663	CHRND	Q07001	Humans	DB00674
4664	CHRNG	P07510	Humans	DB00674
4665	CHRNE	Q04844	Humans	DB00674
4668	ERG7	Q04782	Yeast	DB00239
4669	fksA	A2QLK4	Aspergillus niger (strain CBS 513.88 / FGSC A1513)	DB00362; DB00520; DB01141
4670	ERG1	Q92206	Yeast	DB00525; DB00857
4671	CPS1	P31327	Humans	DB06775
4672	F12	P00748	Humans	DB01593; DB06404; DB06689; DB09228; DB14487; DB14533
4674	SLC18A1	P54219	Humans	DB00206; DB00368; DB01577
4684	FCGR1B	Q92637	Humans	DB00028
4685	C4A	P0C0L4	Humans	DB00028
4686	C4B	P0C0L5	Humans	DB00028; DB01593; DB09130; DB14487; DB14533
4688	HTR5A	P47898	Humans	DB00408; DB01238; DB06216
4689	MYC	P01106	Humans	DB00945; DB08813
4698	GANAB	Q14697	Humans	DB00491
4699	GANC	Q8TET4	Humans	DB00491
4701	NS3/4A	B0B3C9	Hepatitis C Virus	DB05521; DB08873; DB09297; DB11575; DB12026
4702	HMMR	O75330	Humans	DB08818
4703	PTH2R	P49190	Humans	DB05829
4706	SLC29A2	Q14542	Humans	DB00898
4714	SH2B3	Q9UQQ2	Humans	DB06589
4715	KCNA2	P16389	Humans	DB06637
4716	KCNA3	P22001	Humans	DB06637
4717	KCNA5	P22460	Humans	DB06217; DB06637; DB11633
4718	KCNA6	P17658	Humans	DB06637
4719	KCNA7	Q96RP8	Humans	DB06637
4720	KCNA10	Q16322	Humans	DB06637
4721	KCNB1	Q14721	Humans	DB06637
4722	KCNB2	Q92953	Humans	DB06637
4723	KCNC1	P48547	Humans	DB06637
4724	KCNC2	Q96PR1	Humans	DB06637
4725	KCNC3	Q14003	Humans	DB06637
4726	KCND1	Q9NSA2	Humans	DB06637
4731	PTK6	Q13882	Humans	DB05294; DB12010; DB15035
4732	sigA1	Q18BX5	Clostridium difficile (strain 630)	DB08874
4734	IL1A	P01583	Humans	DB06372
4735	IL1RN	P18510	Humans	DB06372
4736	VEGFB	P49765	Humans	DB08885
