UniProt_ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,SEP,SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y,Betweenness,Betweenness(Weight),Closeness,Closeness(Weight),Degree,Degree(Weight),Eigenvector,Eigenvector(Weight),Label
O60488,6.05,2.67,4.22,6.61,3.23,7.88,1.69,7.31,9,9.99,3.09,4.92,5.2,2.67,3.38,5.63,5.77,5.63,0.98,4.08,0.14,0.11,0.75,0.21,0.49,0.42,0.05,0.08,0.11,0.14,0.75,0.5,0.24,0.33,0.11,0.06,0.43,0.3,0.28,0.44,0.33,0.26,0.22,0.48,0.52,0,-0.54,-0.28,-0.39,0.05,4.16,-0.25,-0.14,-0.19,-0.26,-0.16,-0.29,-0.1,-0.28,-0.31,-0.33,-0.16,-0.21,-0.22,-0.14,-0.17,-0.23,-0.24,-0.23,-0.07,-0.19,1073.54,1265,0.38,0.23,19,9.98,0,0,1
O60493,4.32,0.62,6.17,8.02,6.17,5.56,1.85,6.17,6.17,8.64,1.23,4.94,6.79,4.32,9.26,4.94,5.56,6.17,0.62,2.47,0.17,0.14,0.69,0.18,0.46,0.38,0.07,0.09,0.14,0.17,0.69,0.46,0.29,0.35,0.11,0.02,0.44,0.28,0.28,0.38,0.36,0.23,0.15,0.45,0.55,0.26,-0.17,-0.43,-0.4,0.14,4.11,-0.2,-0.05,-0.25,-0.29,-0.25,-0.23,-0.11,-0.25,-0.25,-0.31,-0.08,-0.21,-0.26,-0.2,-0.32,-0.21,-0.23,-0.25,-0.05,-0.13,4175.33,1728,0.34,0.21,19,10.96,0,0,1
O60494,4.06,4.25,5.35,4.42,5.55,8.97,2.87,5.47,2.32,7.15,1.21,6.29,6.18,4,3.78,10.63,6.73,5.19,1.46,4.11,0.09,0.1,0.81,0.3,0.45,0.37,0.06,0.11,0.1,0.09,0.81,0.47,0.21,0.4,0.17,0.06,0.3,0.33,0.37,0.42,0.29,0.32,0.28,0.58,0.42,0.21,-0.48,0.11,-0.48,-0.03,4.17,-0.19,-0.19,-0.23,-0.2,-0.23,-0.31,-0.15,-0.23,-0.13,-0.27,-0.08,-0.25,-0.25,-0.19,-0.18,-0.34,-0.26,-0.22,-0.09,-0.19,249.38,227,0.35,0.26,14,8.27,0,0,1
O60496,10.68,1.7,4.61,8.74,4.13,8.74,1.21,1.94,3.64,8.74,0.73,1.46,10.44,5.34,8.5,6.55,4.13,4.13,1.46,3.16,0.13,0.13,0.73,0.21,0.51,0.45,0.1,0.09,0.13,0.13,0.73,0.48,0.25,0.38,0.11,0.02,0.48,0.21,0.32,0.42,0.34,0.26,0.28,0.52,0.48,0.34,-0.42,-0.15,-0.39,0.3,4.02,-0.35,-0.1,-0.21,-0.31,-0.19,-0.31,-0.08,-0.11,-0.17,-0.31,-0.05,-0.09,-0.34,-0.23,-0.3,-0.26,-0.19,-0.19,-0.09,-0.16,1373.03,771,0.36,0.24,25,14.62,0.01,0.01,1
O60499,8.43,0.8,6.02,10.44,2.81,5.62,1.61,4.02,4.02,12.05,4.42,2.41,2.41,7.23,6.83,6.43,3.61,8.43,1.61,0.8,0.12,0.17,0.71,0.19,0.5,0.41,0.02,0.05,0.17,0.12,0.71,0.49,0.17,0.39,0.1,0.05,0.55,0.22,0.23,0.44,0.33,0.19,0.21,0.44,0.56,0.19,-0.5,-0.45,-0.55,0.19,4.03,-0.3,-0.06,-0.24,-0.34,-0.15,-0.23,-0.1,-0.19,-0.19,-0.37,-0.2,-0.13,-0.13,-0.27,-0.26,-0.25,-0.17,-0.3,-0.1,-0.06,59.4,30,0.31,0.2,12,8.86,0,0,1
O60500,8.06,1.61,4.43,6.77,2.58,8.3,2.34,2.82,2.26,11.6,0.97,3.06,7.98,4.35,6.29,8.06,6.85,7.74,1.85,2.1,0.11,0.11,0.78,0.23,0.52,0.47,0.08,0.07,0.11,0.11,0.78,0.52,0.22,0.39,0.15,0.03,0.43,0.26,0.32,0.45,0.29,0.28,0.26,0.56,0.44,0.13,-0.64,-0.21,-0.47,0.23,4.07,-0.29,-0.1,-0.2,-0.26,-0.14,-0.3,-0.13,-0.15,-0.12,-0.36,-0.07,-0.15,-0.29,-0.2,-0.25,-0.29,-0.27,-0.29,-0.11,-0.12,3247.25,5263,0.37,0.25,24,15.08,0.01,0.01,1
O60502,7.1,2.07,5.57,9.61,4.37,5.9,1.31,4.91,6.55,8.62,3.38,3.06,6.11,4.04,3.71,7.64,4.69,6.33,1.42,3.6,0.12,0.15,0.73,0.22,0.48,0.39,0.06,0.09,0.15,0.12,0.73,0.49,0.21,0.37,0.12,0.06,0.44,0.27,0.28,0.41,0.35,0.27,0.23,0.49,0.52,0.11,-0.43,-0.16,-0.5,0.13,4.17,-0.27,-0.12,-0.23,-0.33,-0.2,-0.24,-0.08,-0.21,-0.26,-0.31,-0.17,-0.15,-0.25,-0.19,-0.18,-0.28,-0.21,-0.25,-0.09,-0.17,611.13,971,0.38,0.26,13,7.49,0.01,0,1
O60503,6.73,2.88,4.73,5.99,5.03,6.43,2.81,4.43,5.54,10.57,2.29,3.4,4.29,3.92,5.03,9.53,4.95,7.39,1.11,2.96,0.13,0.11,0.76,0.24,0.48,0.4,0.04,0.09,0.11,0.13,0.76,0.5,0.21,0.36,0.15,0.05,0.43,0.29,0.28,0.45,0.28,0.27,0.26,0.5,0.5,0.07,-0.5,-0.2,-0.4,0.1,4.17,-0.26,-0.15,-0.21,-0.24,-0.22,-0.26,-0.15,-0.2,-0.23,-0.34,-0.13,-0.17,-0.2,-0.18,-0.22,-0.32,-0.22,-0.28,-0.07,-0.15,4928.97,1157,0.37,0.26,49,34.59,0.01,0.01,1
O60504,6.26,0.6,5.51,5.96,3.13,7.75,2.83,2.98,4.17,6.86,1.04,2.68,11.33,5.51,9.54,9.39,5.07,4.32,2.24,2.83,0.17,0.12,0.72,0.23,0.46,0.4,0.11,0.08,0.12,0.17,0.72,0.44,0.31,0.39,0.15,0.02,0.42,0.21,0.37,0.34,0.35,0.33,0.24,0.53,0.47,0.49,-0.22,-0.19,-0.25,0.28,4.08,-0.25,-0.04,-0.23,-0.24,-0.16,-0.29,-0.15,-0.15,-0.19,-0.27,-0.07,-0.14,-0.36,-0.23,-0.32,-0.32,-0.22,-0.2,-0.12,-0.15,5927.36,6104,0.36,0.25,20,11.59,0,0,1
O60506,7.54,0.64,6.42,7.22,3.53,12.2,1.93,3.05,7.38,5.62,1.77,4.01,5.3,5.62,7.22,4.01,4.01,5.94,0.8,5.78,0.17,0.14,0.7,0.2,0.46,0.4,0.05,0.1,0.14,0.17,0.7,0.38,0.26,0.4,0.08,0.02,0.44,0.24,0.32,0.39,0.36,0.23,0.24,0.5,0.5,0.59,-0.39,-0.3,-0.39,0.08,4.1,-0.28,-0.05,-0.25,-0.27,-0.17,-0.37,-0.11,-0.15,-0.28,-0.23,-0.1,-0.19,-0.23,-0.23,-0.27,-0.19,-0.19,-0.24,-0.06,-0.24,2964.08,3093,0.4,0.26,49,28.06,0.01,0.01,1
O60507,5.95,1.89,4.59,6.22,2.97,5.41,3.24,5.41,7.84,11.08,4.32,3.24,5.95,3.51,5.95,5.41,4.86,7.57,1.35,3.24,0.17,0.11,0.72,0.19,0.5,0.41,0.06,0.08,0.11,0.17,0.72,0.51,0.26,0.3,0.1,0.06,0.48,0.27,0.25,0.42,0.31,0.27,0.19,0.45,0.55,-0.06,-0.38,-0.39,-0.22,0.13,4.19,-0.24,-0.11,-0.2,-0.25,-0.15,-0.23,-0.16,-0.23,-0.29,-0.35,-0.2,-0.16,-0.24,-0.17,-0.24,-0.23,-0.21,-0.28,-0.08,-0.16,13198.2,14005,0.32,0.21,10,5.32,0,0,1
O60508,7.08,2.07,6.56,6.91,4.15,6.22,2.76,4.49,8.64,6.56,2.59,3.63,5.01,3.97,4.32,7.94,4.66,6.56,2.25,3.63,0.16,0.14,0.71,0.22,0.45,0.36,0.05,0.1,0.14,0.16,0.71,0.45,0.24,0.36,0.13,0.05,0.43,0.28,0.29,0.39,0.35,0.27,0.23,0.5,0.5,0.31,-0.31,-0.18,-0.33,0.1,4.22,-0.27,-0.12,-0.26,-0.27,-0.19,-0.25,-0.14,-0.2,-0.31,-0.26,-0.14,-0.17,-0.22,-0.19,-0.2,-0.29,-0.21,-0.26,-0.12,-0.17,421.55,1114,0.34,0.23,29,21.59,0,0,1
O60512,6.36,1.27,4.58,4.33,3.05,9.41,4.07,2.29,1.78,11.7,2.29,4.07,10.43,3.82,9.41,6.11,3.82,5.6,1.02,4.58,0.15,0.09,0.76,0.2,0.52,0.46,0.1,0.09,0.09,0.15,0.76,0.48,0.3,0.32,0.1,0.04,0.44,0.22,0.35,0.41,0.29,0.31,0.23,0.52,0.48,0.11,-0.34,-0.19,-0.17,0.2,4.07,-0.25,-0.08,-0.2,-0.2,-0.15,-0.32,-0.19,-0.13,-0.1,-0.36,-0.13,-0.19,-0.34,-0.18,-0.32,-0.25,-0.18,-0.23,-0.07,-0.2,479.84,1504,0.32,0.2,5,3.24,0,0,1
O60513,4.07,1.74,3.78,6.98,5.52,6.69,3.78,3.2,7.27,12.5,1.74,5.81,3.78,3.49,6.4,4.94,4.36,7.56,1.74,4.65,0.17,0.11,0.72,0.19,0.47,0.38,0.04,0.12,0.11,0.17,0.72,0.46,0.27,0.3,0.09,0.04,0.46,0.29,0.25,0.43,0.31,0.23,0.17,0.43,0.57,0.01,-0.2,-0.39,-0.26,-0.01,4.16,-0.19,-0.1,-0.18,-0.27,-0.23,-0.26,-0.18,-0.16,-0.28,-0.38,-0.1,-0.24,-0.18,-0.17,-0.25,-0.21,-0.2,-0.28,-0.1,-0.21,156.06,293,0.27,0.17,6,3.28,0,0,1
O60516,4,5,6,9,2,7,0,7,4,8,2,1,14,4,4,6,13,1,0,3,0.08,0.15,0.77,0.31,0.45,0.41,0.14,0.05,0.15,0.08,0.77,0.56,0.23,0.45,0.19,0.07,0.35,0.31,0.34,0.34,0.38,0.38,0.22,0.57,0.43,0.2,-0.66,0.02,-0.65,0.21,3.88,-0.19,-0.22,-0.24,-0.31,-0.11,-0.27,0,-0.27,-0.19,-0.29,-0.11,-0.07,-0.4,-0.19,-0.19,-0.24,-0.38,-0.07,0,-0.15,92.89,84,0.34,0.22,9,5.81,0,0,1
O60519,8.33,2.5,4.17,9.17,0,5.83,0.83,3.33,14.17,7.5,3.33,3.33,2.5,5.83,10,9.17,2.5,3.33,1.67,2.5,0.25,0.13,0.62,0.23,0.36,0.31,0.03,0.04,0.13,0.25,0.62,0.35,0.31,0.37,0.12,0.06,0.59,0.16,0.25,0.33,0.39,0.21,0.26,0.42,0.58,0.94,-0.2,-0.58,-0.24,0.12,3.95,-0.3,-0.13,-0.19,-0.32,0,-0.24,-0.06,-0.16,-0.4,-0.28,-0.16,-0.16,-0.13,-0.24,-0.33,-0.32,-0.13,-0.16,-0.1,-0.13,2.67,0,0.32,0.2,3,1.66,0,0,1
O60522,5.25,2.91,5.44,8.78,3.39,5.1,1.86,5.34,6.35,10.54,1.57,4.39,4.96,4.48,4.34,8.02,4.72,7.82,1.34,3.39,0.13,0.14,0.73,0.24,0.45,0.39,0.05,0.08,0.14,0.13,0.73,0.48,0.22,0.37,0.13,0.05,0.43,0.29,0.28,0.42,0.34,0.25,0.21,0.49,0.51,0.14,-0.42,-0.24,-0.54,0.09,4.16,-0.22,-0.15,-0.23,-0.31,-0.17,-0.22,-0.11,-0.23,-0.25,-0.34,-0.09,-0.2,-0.22,-0.2,-0.2,-0.29,-0.21,-0.29,-0.08,-0.17,0,0,0.29,0.19,1,0.53,0,0,0
O60524,6.04,0.74,7.06,10.04,2.88,4.55,2.23,4.74,11.15,9.39,2.14,3.72,4.09,5.3,4.46,6.51,5.3,5.95,0.74,2.97,0.18,0.17,0.65,0.21,0.41,0.35,0.04,0.07,0.17,0.18,0.65,0.42,0.26,0.39,0.12,0.03,0.51,0.23,0.26,0.35,0.41,0.23,0.18,0.44,0.56,0.48,-0.29,-0.42,-0.51,0.17,4.09,-0.25,-0.05,-0.27,-0.33,-0.15,-0.2,-0.12,-0.21,-0.35,-0.32,-0.12,-0.18,-0.19,-0.23,-0.2,-0.26,-0.23,-0.24,-0.05,-0.15,586.16,673,0.33,0.23,25,17.52,0,0,1
O60543,5.48,1.83,5.02,4.57,5.02,7.31,1.83,3.65,4.57,12.33,4.11,1.83,4.57,3.65,8.22,7.76,7.76,6.39,0.46,3.65,0.15,0.1,0.76,0.25,0.49,0.4,0.05,0.09,0.1,0.15,0.76,0.52,0.21,0.36,0.16,0.06,0.45,0.29,0.27,0.43,0.24,0.3,0.22,0.48,0.52,-0.03,-0.5,-0.38,-0.33,0.11,4.11,-0.23,-0.11,-0.22,-0.2,-0.22,-0.28,-0.11,-0.17,-0.2,-0.37,-0.19,-0.11,-0.2,-0.17,-0.3,-0.29,-0.29,-0.25,-0.04,-0.17,1873.62,3559,0.36,0.24,21,12.42,0.01,0,1
O60547,7.26,1.61,4.84,7.8,4.03,7.8,3.23,4.84,6.99,8.06,1.88,5.11,3.76,2.69,5.38,5.11,5.38,8.33,1.34,4.57,0.16,0.13,0.72,0.19,0.47,0.4,0.04,0.1,0.13,0.16,0.72,0.47,0.25,0.34,0.11,0.04,0.43,0.3,0.27,0.43,0.31,0.24,0.22,0.49,0.51,0.21,-0.42,-0.31,-0.37,0.02,4.18,-0.28,-0.1,-0.21,-0.29,-0.19,-0.29,-0.16,-0.21,-0.27,-0.29,-0.11,-0.22,-0.18,-0.14,-0.23,-0.22,-0.23,-0.3,-0.08,-0.2,353.66,787,0.3,0.2,5,3.44,0,0,1
O60548,18.59,1.82,3.03,4.24,3.64,15.76,3.23,2.42,2.22,7.68,1.21,1.21,14.34,1.62,4.65,7.68,2.02,2.02,0.4,2.22,0.1,0.07,0.83,0.15,0.66,0.61,0.14,0.06,0.07,0.1,0.83,0.54,0.26,0.34,0.1,0.03,0.43,0.15,0.42,0.52,0.27,0.31,0.44,0.67,0.34,0.22,-0.98,0.27,-0.21,0.47,3.72,-0.45,-0.11,-0.15,-0.19,-0.17,-0.42,-0.16,-0.13,-0.12,-0.28,-0.08,-0.08,-0.4,-0.1,-0.21,-0.28,-0.11,-0.11,-0.03,-0.12,221.53,1121,0.28,0.17,2,0.87,0,0,1
O60551,5.62,1.2,6.63,6.83,3.82,4.82,2.81,4.62,8.63,10.64,2.61,4.22,5.82,4.22,4.82,7.03,4.62,6.02,1.61,3.41,0.16,0.14,0.7,0.21,0.46,0.38,0.06,0.09,0.14,0.16,0.7,0.47,0.26,0.34,0.12,0.04,0.46,0.25,0.29,0.38,0.36,0.26,0.19,0.46,0.54,0.16,-0.25,-0.29,-0.35,0.16,4.18,-0.23,-0.08,-0.26,-0.26,-0.18,-0.21,-0.15,-0.21,-0.31,-0.34,-0.14,-0.19,-0.24,-0.19,-0.21,-0.27,-0.21,-0.24,-0.1,-0.17,21.95,12,0.36,0.24,4,2.15,0,0,1
O60563,6.61,0.96,3.99,6.06,2.75,4.27,5.37,3.31,7.16,8.54,2.2,4.41,7.16,5.23,4.13,12.4,7.3,4.96,1.1,2.07,0.17,0.1,0.73,0.28,0.41,0.35,0.07,0.06,0.1,0.17,0.73,0.45,0.28,0.39,0.2,0.03,0.45,0.23,0.32,0.33,0.34,0.37,0.24,0.52,0.48,0.46,-0.35,-0.19,-0.31,0.23,4.11,-0.26,-0.07,-0.19,-0.25,-0.14,-0.19,-0.23,-0.16,-0.27,-0.3,-0.12,-0.2,-0.27,-0.22,-0.19,-0.37,-0.28,-0.22,-0.07,-0.12,10640.71,6338,0.4,0.27,68,45.95,0.01,0.01,1
O60565,4.35,4.89,2.72,6.52,2.72,7.61,2.17,4.35,8.7,7.61,2.17,3.26,7.07,7.61,7.61,7.07,7.61,3.26,0.54,2.17,0.19,0.09,0.72,0.29,0.4,0.34,0.07,0.05,0.09,0.19,0.72,0.45,0.29,0.39,0.15,0.07,0.47,0.26,0.28,0.35,0.36,0.28,0.24,0.48,0.52,0.55,-0.41,-0.33,-0.3,0.07,4.13,-0.2,-0.21,-0.14,-0.26,-0.14,-0.28,-0.12,-0.2,-0.31,-0.28,-0.12,-0.16,-0.27,-0.28,-0.28,-0.27,-0.28,-0.16,-0.04,-0.12,19.27,19,0.35,0.23,12,7.15,0.01,0,1
O60566,6.48,2.19,4.29,10.38,3.81,4.19,1.71,5.52,6.29,9.9,1.71,4.19,5.52,6.57,5.05,8.29,5.14,4.67,1.52,2.57,0.13,0.15,0.72,0.25,0.43,0.36,0.06,0.08,0.15,0.13,0.72,0.47,0.23,0.39,0.13,0.04,0.48,0.25,0.27,0.38,0.37,0.25,0.21,0.45,0.55,0.26,-0.31,-0.28,-0.54,0.14,4.15,-0.26,-0.12,-0.2,-0.34,-0.18,-0.19,-0.1,-0.23,-0.25,-0.33,-0.1,-0.19,-0.23,-0.26,-0.22,-0.3,-0.22,-0.21,-0.09,-0.14,15156.61,12660,0.41,0.28,126,83.4,0.02,0.02,1
O60568,4.74,1.36,6.64,6.64,5.01,7.72,3.12,3.12,3.39,11.38,2.03,3.52,6.78,3.93,7.32,5.28,4.61,6.78,2.3,4.34,0.14,0.13,0.73,0.2,0.5,0.41,0.07,0.12,0.13,0.14,0.73,0.48,0.24,0.35,0.1,0.03,0.43,0.28,0.3,0.42,0.31,0.26,0.19,0.47,0.53,0.03,-0.25,-0.22,-0.32,0.1,4.17,-0.21,-0.08,-0.26,-0.26,-0.22,-0.29,-0.16,-0.16,-0.17,-0.36,-0.11,-0.17,-0.26,-0.18,-0.28,-0.22,-0.21,-0.26,-0.13,-0.2,1307.58,253,0.37,0.23,27,17.38,0,0,1
O60573,4.49,0.82,6.53,6.53,4.08,6.53,2.45,5.31,7.35,6.94,2.86,6.12,5.31,5.31,7.35,6.94,5.71,4.08,2.86,2.45,0.17,0.13,0.7,0.21,0.42,0.33,0.05,0.09,0.13,0.17,0.7,0.42,0.29,0.38,0.13,0.04,0.43,0.25,0.31,0.35,0.37,0.26,0.19,0.47,0.54,0.45,-0.11,-0.31,-0.3,0.06,4.21,-0.2,-0.06,-0.26,-0.26,-0.19,-0.26,-0.13,-0.23,-0.28,-0.27,-0.15,-0.25,-0.23,-0.23,-0.28,-0.27,-0.24,-0.19,-0.15,-0.13,1773.99,843,0.34,0.24,31,18.87,0,0,1
O60583,5.07,1.23,4.38,5.07,2.05,4.52,6.3,4.66,7.67,8.08,2.33,3.56,5.62,5.62,3.56,15.48,6.3,5.07,0.96,2.47,0.18,0.1,0.73,0.31,0.38,0.33,0.06,0.06,0.1,0.18,0.73,0.41,0.27,0.41,0.22,0.04,0.44,0.23,0.34,0.32,0.32,0.39,0.26,0.51,0.49,0.52,-0.38,-0.19,-0.31,0.22,4.08,-0.22,-0.08,-0.2,-0.22,-0.12,-0.2,-0.25,-0.21,-0.28,-0.29,-0.13,-0.17,-0.23,-0.23,-0.17,-0.42,-0.25,-0.22,-0.06,-0.13,1573.94,665,0.36,0.25,44,30.51,0.01,0.01,1
O60602,4.31,2.21,5.48,4.2,6.99,4.78,2.91,5.71,4.66,15.97,1.17,6.76,3.61,4.66,3.85,8.39,4.66,5.36,1.17,3.15,0.11,0.1,0.79,0.23,0.49,0.4,0.04,0.11,0.1,0.11,0.79,0.51,0.22,0.32,0.13,0.03,0.42,0.29,0.29,0.47,0.29,0.24,0.2,0.46,0.54,-0.25,-0.32,-0.22,-0.45,0.08,4.09,-0.2,-0.12,-0.23,-0.19,-0.27,-0.21,-0.15,-0.24,-0.21,-0.42,-0.08,-0.26,-0.17,-0.21,-0.18,-0.3,-0.21,-0.23,-0.08,-0.16,114.79,25,0.37,0.26,29,16.54,0.01,0.01,1
O60603,3.57,2.55,4.85,6.63,4.85,3.32,2.55,5.99,6.25,15.43,2.17,6.25,3.19,3.32,4.08,10.2,5.74,4.85,1.79,2.42,0.13,0.12,0.76,0.24,0.45,0.36,0.03,0.09,0.12,0.13,0.76,0.5,0.22,0.34,0.16,0.05,0.44,0.28,0.28,0.42,0.31,0.26,0.2,0.45,0.56,-0.1,-0.31,-0.27,-0.47,0.06,4.1,-0.17,-0.14,-0.21,-0.26,-0.21,-0.16,-0.14,-0.24,-0.25,-0.42,-0.12,-0.25,-0.16,-0.16,-0.19,-0.34,-0.24,-0.21,-0.1,-0.13,31944.19,14101,0.44,0.31,205,126.31,0.06,0.06,1
O60609,7.75,7.25,4,4.5,3,3.5,3.25,2,2.75,14.25,3.25,4.75,9.5,3.75,6.75,7.75,5,4.25,1.25,1.5,0.13,0.09,0.79,0.25,0.49,0.41,0.1,0.06,0.09,0.13,0.79,0.58,0.27,0.29,0.13,0.11,0.46,0.24,0.3,0.43,0.29,0.3,0.26,0.54,0.46,0,-0.4,0.06,-0.21,0.12,4.08,-0.29,-0.27,-0.19,-0.2,-0.15,-0.17,-0.16,-0.11,-0.14,-0.4,-0.16,-0.21,-0.32,-0.18,-0.26,-0.29,-0.22,-0.19,-0.08,-0.09,355.79,179,0.36,0.23,26,13.85,0.01,0.01,1
O60610,6.76,0.94,5.5,9.75,3.46,5.66,1.18,4.17,8.25,11.08,3.69,3.54,9.98,4.56,4.56,6.68,3.85,4.8,0.24,1.34,0.14,0.15,0.71,0.17,0.5,0.43,0.1,0.05,0.15,0.14,0.71,0.49,0.28,0.36,0.11,0.05,0.5,0.19,0.31,0.37,0.42,0.27,0.2,0.48,0.52,0.2,-0.41,-0.23,-0.46,0.3,4.04,-0.26,-0.06,-0.23,-0.33,-0.17,-0.24,-0.08,-0.19,-0.3,-0.35,-0.18,-0.17,-0.33,-0.2,-0.2,-0.26,-0.18,-0.21,-0.02,-0.08,2611.92,3887,0.37,0.24,29,15.55,0.01,0,1
O60613,8.54,4.88,4.88,7.93,6.1,7.93,0,3.05,5.49,15.85,1.22,3.05,3.66,4.88,4.88,7.93,1.83,6.1,0.61,1.22,0.1,0.13,0.77,0.21,0.53,0.45,0.04,0.08,0.13,0.1,0.77,0.52,0.17,0.35,0.1,0.06,0.49,0.24,0.27,0.53,0.3,0.16,0.29,0.49,0.51,-0.02,-0.66,-0.17,-0.58,0.14,3.95,-0.3,-0.21,-0.21,-0.29,-0.25,-0.29,0,-0.15,-0.23,-0.42,-0.08,-0.15,-0.18,-0.21,-0.21,-0.29,-0.11,-0.25,-0.05,-0.08,44.84,587,0.32,0.21,4,2.51,0,0,1
O60635,10.37,4.56,3.32,3.73,9.13,7.47,0.83,5.81,4.98,10.79,3.32,4.98,2.07,3.32,0.41,4.56,7.05,8.71,0.83,3.73,0.06,0.07,0.87,0.23,0.59,0.45,0.02,0.14,0.07,0.06,0.87,0.63,0.13,0.3,0.12,0.08,0.38,0.4,0.22,0.58,0.22,0.22,0.27,0.53,0.47,-0.57,-0.79,-0.06,-0.46,-0.05,4.04,-0.34,-0.2,-0.16,-0.18,-0.32,-0.28,-0.06,-0.24,-0.22,-0.35,-0.16,-0.22,-0.12,-0.16,-0.03,-0.2,-0.27,-0.31,-0.06,-0.18,70.01,513,0.33,0.2,5,2.92,0,0,1
O60636,6.79,4.98,2.26,5.43,8.14,12.67,1.36,8.6,4.52,10.41,3.17,2.26,1.36,2.71,4.07,5.43,4.52,7.24,0.9,3.17,0.1,0.08,0.82,0.21,0.59,0.47,0.01,0.12,0.08,0.1,0.82,0.56,0.14,0.33,0.1,0.08,0.39,0.38,0.24,0.6,0.19,0.19,0.3,0.48,0.53,-0.41,-0.87,-0.22,-0.39,-0.09,4.05,-0.26,-0.22,-0.12,-0.23,-0.3,-0.38,-0.08,-0.3,-0.2,-0.34,-0.16,-0.12,-0.08,-0.14,-0.19,-0.23,-0.2,-0.27,-0.06,-0.16,2.63,3,0.27,0.15,2,0.83,0,0,1
O60641,15.99,0.44,5.29,3.75,4.52,6.62,0.88,2.32,4.19,7.72,2.87,2.87,11.36,3.2,1.65,10.69,8.6,5.51,0.55,0.99,0.07,0.09,0.84,0.24,0.57,0.5,0.11,0.06,0.09,0.07,0.84,0.6,0.21,0.38,0.19,0.03,0.4,0.23,0.37,0.44,0.31,0.35,0.34,0.67,0.33,0.07,-0.86,0.12,-0.48,0.44,3.88,-0.42,-0.04,-0.22,-0.18,-0.2,-0.26,-0.06,-0.13,-0.19,-0.29,-0.15,-0.15,-0.36,-0.16,-0.1,-0.35,-0.3,-0.23,-0.04,-0.07,590.36,572,0.37,0.24,19,12.08,0,0,1
O60645,6.71,1.07,6.58,8.32,2.42,3.49,1.88,5.23,6.98,11.41,3.36,3.22,3.22,5.77,6.58,5.91,5.37,8.32,1.07,3.09,0.15,0.15,0.7,0.21,0.45,0.38,0.03,0.07,0.15,0.15,0.7,0.48,0.22,0.35,0.11,0.04,0.51,0.27,0.22,0.4,0.34,0.23,0.17,0.44,0.56,0.15,-0.36,-0.5,-0.48,0.15,4.11,-0.26,-0.07,-0.26,-0.3,-0.13,-0.17,-0.11,-0.22,-0.27,-0.36,-0.16,-0.16,-0.16,-0.24,-0.26,-0.24,-0.23,-0.3,-0.07,-0.16,1353.52,862,0.37,0.21,16,7.84,0,0,1
O60656,6.79,2.83,4.34,5.47,5.28,5.85,3.96,4.72,6.23,11.51,3.96,3.58,4.91,1.89,4.15,6.42,4.91,7.92,1.7,3.58,0.14,0.1,0.76,0.2,0.53,0.42,0.05,0.11,0.1,0.14,0.76,0.55,0.23,0.29,0.11,0.07,0.44,0.31,0.25,0.47,0.26,0.28,0.22,0.48,0.53,-0.24,-0.44,-0.2,-0.21,0.06,4.2,-0.26,-0.15,-0.2,-0.23,-0.22,-0.24,-0.19,-0.21,-0.25,-0.36,-0.19,-0.17,-0.21,-0.11,-0.19,-0.25,-0.21,-0.29,-0.1,-0.17,828.6,2220,0.35,0.22,17,10.89,0,0,1
O60658,7.6,2.41,6.15,7.48,3.74,4.95,2.9,7.36,5.31,8.32,2.53,5.79,4.58,3.98,6.03,6.76,5.43,5.55,0.72,2.41,0.14,0.14,0.72,0.21,0.45,0.38,0.05,0.07,0.14,0.14,0.72,0.48,0.25,0.35,0.12,0.05,0.44,0.28,0.28,0.41,0.33,0.25,0.22,0.49,0.51,0.29,-0.38,-0.24,-0.45,0.09,4.19,-0.28,-0.13,-0.25,-0.28,-0.18,-0.22,-0.15,-0.28,-0.23,-0.3,-0.13,-0.24,-0.2,-0.19,-0.24,-0.26,-0.23,-0.23,-0.05,-0.13,9.35,0,0.31,0.21,8,5.91,0,0,1
